,author_name,short_id,institution,share_pct,location,repec_institution_id,author_url,matched_author,match_score,matched_index
19253,"Oddo, Giacomo",pod28,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pod28.html,oddo giacomo,80.0,31319
625,"Altmejd, Adam",pal1191,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pal1191.html,altmejd adam,80.0,32310
19181,"Osbat, Chiara",pos7,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pos7.html,osbat chiara,80.0,115245
7957,"Eibich, Peter",pei40,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pei40.html,eibich peter,80.0,133327
19066,"Niepelt, Dirk",pni29,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pni29.html,niepelt dirk,80.0,111232
18846,"Nover, Justus",pno292,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),90%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pno292.html,nover justus,80.0,35605
8800,"Favara, Marta",pfa334,Institute of Labor Economics (IZA),15%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pfa334.html,favara marta,80.0,59757
7756,"Eckstein, Zvi",pec3,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pec3.html,eckstein zvi,80.0,33251
28761,"Watfe, Gibran",pwa759,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pwa759.html,watfe gibran,80.0,115821
9552,"Galdon-Sanchez, Jose Enrique",pga60,Institute of Labor Economics (IZA),50%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pga60.html,galdon sanchez jose enrique,80.0,93965
9086,"Fenge, Robert",pfe173,CESifo,50%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pfe173.html,engle robert,80.0,41758
9185,"Fumarco, Luca",pfu155,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pfu155.html,fumarco luca,80.0,126794
28697,"Warne, Anders",pwa126,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pwa126.html,warne anders,80.0,97724
9421,"Graetz, Georg",pgr469,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pgr469.html,graetz georg,80.0,93090
9423,"Graetz, Georg",pgr469,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pgr469.html,graetz georg,80.0,93090
9474,"Grajzl, Peter",pgr150,CESifo,10%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pgr150.html,grajzl peter,80.0,45461
19970,"Palencia-Esteban, Amaia",ppa1506,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/ppa1506.html,malia,80.0,75315
28707,"Wilde, Joshua",pwi261,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pwi261.html,wilde joshua,80.0,135648
17466,"Mertz, Mikkel",pme965,Institute of Labor Economics (IZA),24%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pme965.html,mertz mikkel,80.0,149964
28719,"Wilke, Hannes",pwi445,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pwi445.html,wilke hannes,80.0,104081
10417,"Guenther, Aaron",pgx9,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/e/pgx9.html,amron,80.0,127691
16814,"Manas, Arnaud",pma1009,Banque de France,50%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pma1009.html,manas arnaud,80.0,80972
16757,"Montoya Gomez, Ana Maria",pmo1136,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pmo1136.html,arifa,80.0,116182
16573,"McGuinness, Seamus",pmc16,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pmc16.html,mcguinness seamus,80.0,120434
28817,"Yalcin, Erdal",pya165,CESifo,10%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pya165.html,yalcin erdal,80.0,105269
15900,"Lykidi, Maria",ply38,Paris School of Economics,50%,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/ply38.html,lykidi maria,80.0,59832
15907,"Lippelt, Jana",pli481,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pli481.html,lippelt jana,80.0,149478
16261,"Mayda, Anna Maria",pma505,Institute of Labor Economics (IZA),33%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pma505.html,arifa,80.0,116182
16462,"Maier, Michael Florian",pma1294,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),100,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pma1294.html,haelg florian,79.2,137090
12535,"Jacob-Puchalska, Anita",pja411,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pja411.html,jacob puchalska anita,79.06976744186046,149490
17705,"Muendler, Marc-Andreas",pmu63,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,10%,"München, Germany",edi:ifooode,https://ideas.repec.org/e/pmu63.html,muendler marc andreas,79.06976744186046,120288
17706,"Muendler, Marc-Andreas",pmu63,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pmu63.html,muendler marc andreas,79.06976744186046,120288
16182,"Maurer-Fazio, Margaret",pma1046,Institute of Labor Economics (IZA),25%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pma1046.html,maurer fazio margaret,79.06976744186046,141196
5465,"Christodoulou, Aris",pch1551,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pch1551.html,christodoulou andri,78.94736842105263,24937
25096,"Schmidt, Christoph M.",psc165,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/psc165.html,schmidt christoph,78.94736842105263,32599
2160,"Bernhofen, Daniel M.",pbe514,CESifo,6%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pbe514.html,bernhofen daniel m,78.94736842105263,35899
2972,"Bruegemann, Bjoern A.",pbr182,Institute of Labor Economics (IZA),8%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pbr182.html,bruegemann bjoern,78.94736842105263,113323
8548,"Franconi, Alessandro",pfr474,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pfr474.html,santoni alessandro,78.94736842105263,118611
5411,"Chowdhury, Shyamal K.",pch276,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pch276.html,chowdhury shyamal,78.94736842105263,123890
16660,"Malgouyres, Clement",pma2423,Paris School of Economics,5%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pma2423.html,malgouyres cla ment,78.94736842105263,93672
27773,"Veronese, Giovanni F.",pve345,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pve345.html,veronese giovanni,78.94736842105263,115790
20912,"Paserman, M. Daniele",ppa129,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/ppa129.html,paserman m daniele,78.94736842105263,32077
3223,"Battistini, Niccolo",pba948,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pba948.html,battistini niccola2,78.94736842105263,108872
14081,"Kneller, Richard Anthony",pkn6,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pkn6.html,richard,78.92307692307692,55038
18219,"Murphy, Richard John",pmu501,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pmu501.html,richard,78.92307692307692,55038
18218,"Murphy, Richard John",pmu501,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pmu501.html,richard,78.92307692307692,55038
15467,"Lavecchia, Adam Michael",pla823,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pla823.html,michael michael,78.92307692307692,153228
7170,"Dickinson, David L",pdi87,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pdi87.html,dickinson david,78.78787878787878,44712
7582,"Di Nino, Virginia",pdi303,Banca d'Italia,50%,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pdi303.html,di nino virginia,78.78787878787878,107666
5832,"Cusano, Francesco",pcu231,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pcu231.html,busato francesco,78.78787878787878,80598
13457,"Kraekel, Matthias",pkr77,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pkr77.html,kra kel matthias,78.78787878787878,32447
7651,"Di Porto, Edoardo",pdi242,CESifo,17%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pdi242.html,di porto edoardo,78.78787878787878,32352
7583,"Di Nino, Virginia",pdi303,European Central Bank,50%,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pdi303.html,di nino virginia,78.78787878787878,107666
15776,"Lundberg, Shelly J",plu82,Institute of Labor Economics (IZA),13%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/plu82.html,lundberg shelly,78.78787878787878,16231
8842,"Fischer, Stefanie",pfi316,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pfi316.html,schurer stefanie,78.78787878787878,33051
8689,"Fasani, Francesco",pfa185,Institute of Labor Economics (IZA),2%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pfa185.html,tajani francesco,78.78787878787878,155655
17098,"Moro, Alessandro",pmo1207,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pmo1207.html,dodaro alessandro,78.78787878787878,14110
8354,"Ferrero, Giuseppe",pfe153,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pfe153.html,ferraro giuseppe,78.78787878787878,26152
1815,"Ben Yahmed, Sarra",pbe886,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),100,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pbe886.html,ben yahmed sarra,78.78787878787878,140021
21535,"Qu, Zhaopeng Frank",pqu62,Institute of Labor Economics (IZA),50%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pqu62.html,deng ran,78.75,85331
28969,"Ziebarth, Nicolas Robert",pzi50,Institute of Labor Economics (IZA),2%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pzi50.html,ziebarth nicolas,78.75,103384
28967,"Ziebarth, Nicolas Robert",pzi50,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),80%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/e/pzi50.html,ziebarth nicolas,78.75,103384
29043,"Zimmermann, Laura Vanessa",pzi78,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pzi78.html,zimmermann laura,78.75,134327
2639,"Baron, Juan David",pba358,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pba358.html,an david,78.75,112325
23515,"Soria Ramirez, Antonio",pso696,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pso696.html,kia amir,78.75,64032
22449,"Rapoport, Nina",pra1106,Paris School of Economics,50%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pra1106.html,rapoport,78.75,135316
7135,"Dicarlo, Emanuele",pdi612,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pdi612.html,manuel ed,78.75,96246
880,"Ahlfeldt, Gabriel Martins",pah63,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pah63.html,ahlfeldt gabriel,78.75,20374
11360,"Honkapohja, Seppo Mikko Sakari",pho12,CESifo,10%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pho12.html,honkapohja seppo,78.75,86569
4705,"Carboni, Andrea",pca1388,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pca1388.html,barbon andrea,78.57142857142857,43499
28403,"Walter, Thomas",pwa433,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),100,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pwa433.html,walther thomas,78.57142857142857,45272
1254,"Anger, Silke",pan118,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pan118.html,anger silke,78.26086956521739,35336
17475,"Merz, Monika",pme34,Institute of Labor Economics (IZA),34%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pme34.html,merz monika,78.26086956521739,91740
26181,"Tang, Heiwai",pta306,CESifo,4%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pta306.html,tang heiwai,78.26086956521739,74185
20458,"Popova, Olga",ppo303,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/ppo303.html,popova olga,78.26086956521739,109280
999,"Auer, Simone",pau91,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pau91.html,auer simone,78.26086956521739,97553
27690,"Verick, Sher",pve47,Institute of Labor Economics (IZA),100,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pve47.html,verick sher,78.26086956521739,97741
7197,"Dedola, Luca",pde41,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pde41.html,dedola luca,78.26086956521739,106306
22163,"Ried, Stefan",pri88,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/pri88.html,ried stefan,78.26086956521739,104628
13283,"Kick, Thomas",pki166,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/pki166.html,kick thomas,78.26086956521739,113402
23343,"Sakha, Sahra",psa1450,Deutsche Bundesbank,50%,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/psa1450.html,sakha sahra,78.26086956521739,52258
23369,"Sala, Hector",psa889,Institute of Labor Economics (IZA),15%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/psa889.html,sala hector,78.26086956521739,96206
26685,"Tonin, Mirco",pto92,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pto92.html,tonin mirco,78.26086956521739,128412
6783,"Dreher, Axel",pdr9,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pdr9.html,dreher axel,78.26086956521739,135313
2324,"Brand, Claus",pbr770,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pbr770.html,brand claus,78.26086956521739,108045
26537,"Tumen, Semih",ptu44,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/ptu44.html,tumen semih,78.26086956521739,135642
25380,"Skans, Oskar",psk25,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/psk25.html,skans oskar,78.26086956521739,93739
2245,"Braga, Breno",pbr606,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pbr606.html,braga breno,78.26086956521739,51186
26683,"Tonin, Mirco",pto92,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pto92.html,tonin mirco,78.26086956521739,128412
9138,"Foged, Mette",pfo242,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pfo242.html,foged mette,78.26086956521739,107162
7461,"Durre, Alain",pdu52,European Central Bank,34%,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pdu52.html,durre alain,78.26086956521739,120542
11166,"Hogrefe, Jan",pho420,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),100,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pho420.html,hogrefe jan,78.26086956521739,86800
8877,"Fecht, Falko",pfe38,Deutsche Bundesbank,90%,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/pfe38.html,fecht falko,78.26086956521739,97408
15234,"Larch, Mario",pla366,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,1%,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pla366.html,larch mario,78.26086956521739,118407
13982,"Kuhn, Moritz",pku274,Institute of Labor Economics (IZA),47%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pku274.html,kuhn moritz,78.26086956521739,17039
12192,"Hoek, Jasper",pho123,Institute of Labor Economics (IZA),50%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pho123.html,hoek jasper,78.26086956521739,113893
15235,"Larch, Mario",pla366,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pla366.html,larch mario,78.26086956521739,118407
28910,"Zafar, Basit",pza107,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pza107.html,zafar basit,78.26086956521739,34412
12995,"Kablau, Anke",pka628,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pka628.html,kablau anke,78.26086956521739,104077
12030,"Hartog, Joop",pha558,Institute of Labor Economics (IZA),9%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pha558.html,hartog joop,78.26086956521739,142315
10971,"Gorman, Emma",pgo520,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pgo520.html,gorman emma,78.26086956521739,59431
12589,"Jaeckel, Peter Martin",pjc4,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/e/pjc4.html,peter martin,78.26086956521739,71210
12924,"Jochem, Axel",pjo132,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/pjo132.html,jochem axel,78.26086956521739,107977
29161,"Zorlu, Aslan",pzo18,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pzo18.html,zorlu aslan,78.26086956521739,150054
11302,"Hahn, Nadine",pha1551,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),50%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pha1551.html,hahn nadine,78.26086956521739,42527
10235,"Goel, Deepti",pgo341,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pgo341.html,goel deepti,78.26086956521739,19932
14373,"Kennan, John",pke13,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pke13.html,kennan john,78.26086956521739,85124
12467,"Imberman, Scott Andrew",pim24,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pim24.html,scott andrew,78.26086956521739,108469
10376,"Gold, Robert",pgo648,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pgo648.html,gold robert,78.26086956521739,115195
12976,"Kondo, Ayako",pko369,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pko369.html,kondo ayako,78.26086956521739,148502
18867,"Novy, Dennis",pno75,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pno75.html,novy dennis,78.26086956521739,135379
10900,"Gerba, Eddie",pge158,European Central Bank,5%,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pge158.html,gerba eddie,78.26086956521739,40640
10901,"Gerba, Eddie",pge158,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,5%,"München, Germany",edi:ifooode,https://ideas.repec.org/e/pge158.html,gerba eddie,78.26086956521739,40640
14391,"Kenny, Geoff",pke223,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pke223.html,kenny geoff,78.26086956521739,92341
